restaurant_id,category,name,description,price
10159,BEVERAGES,REIGN ORG DRMSICLE 16Z4PK,"Blended with BCAAs, 300 mg of Natural Caffeine, CoQ10 & electrolytes, REIGN Total Body Fuel is designed for your active lifestyle. Offering zero sugar, 10 calories, and zero artificial flavors & colors, Reign is the ultimate fitness-focused beverage to support your high-performance needs.",7.99 USD
10159,BEVERAGES,REIGN MELON MANIA 16Z 4PK,"Blended with BCAAs, Natural Caffeine, CoQ10, and electrolytes, Reign Total Body Fuel is designed for your active lifestyle. Offering zero sugar, 10 calories, and zero artificial flavors & colors, Reign is the ultimate fitness-focused beverage to support your high-performance needs.",7.99 USD
10159,BEVERAGES,CAPRI SUN PAC COOLER 10/6Z,"Capri Sun Pacific Cooler Mixed Fruit Flavored Juice Drink Blend takes hydration to new heights in fun drink pouches filled with all natural ingredients. This ready to drink beverage comes packed with a kid-friendly fruity taste using natural flavors. Made with no artificial colors, flavors, preservatives, or high fructose corn syrup, this drink is as epic as the kids who drink it. Each drink single serve pouch contains 35%25 less sugar than leading regular juice drinks (this product 13 grams of sugars; leading regular juice drinks 22 grams of sugars per 6 fluid ounce serving). This thirst-quenching drink for kids comes conveniently packaged in pouches with straws, so you can sip the refreshing flavor anywhere. A convenient 10 count easy-open fridge pack helps keep your refrigerator neat.",3.99 USD
10159,BEVERAGES,GATORADE LEMON LIME 20Z 4PK,"Natural flavor. For athletes. For performance. Electrolytes + carbs [14 g]. Replenish vital nutrients and energy. Drink to rehydrate, replenish and refuel and savor the sweat. No fruit juice.",4.49 USD
10159,BEVERAGES,RED BULL SF 12Z SNGL CN,"With taurine. Lightly carbonated. Vitalizes body and mind. Red Bull Sugar free, low calorie; improves performance, especially during times of increased stress or strain; increases concentration and improves reaction speed; stimulates the metabolism. Caffeine content: 114 mg/12 fl oz. Not recommended for children, pregnant or nursing women and persons sensitive to caffeine Please recycle. Made in USA.",3.19 USD
10159,BEVERAGES,AZ SWEET TEA 128Z,Arizona Southern Style Real Brewed Sweet Tea is made from 100%25 natural ingredients. Contains no preservatives or artificial colors or flavors. It is a natural antioxidant.,3.29 USD
10159,BEVERAGES,DASANI 1LTR PET,"Dasani water is purified and enhanced with a proprietary blend of minerals to give it the clean, fresh taste you want from water.

And it’s packaged in 100%25 recyclable PlantBottle for you to refill, reuse and recycle.

Excludes label and cap.

When you pick up a bottle of Dasani, you can quench your everyday thirst with a crisp, premium taste in a convenient package, making it the perfect beverage to enjoy while at work or school, on-the-go or at home.
 
Dasani is a bottled water that’s designed to make a difference. This is hydration redefined.",2.39 USD
10159,BEVERAGES,ESSENTIA WTR 6PK/1LT,"A better you starts with a better water. Essentia is a supercharged ionized alkaline water, with a 9.5 or higher pH.Essentia helps you drink up more of life so you can do all the things that make you extraordinary",11.99 USD
10159,BEVERAGES,GUAYAKI MT MINT ENLIGHTND,"Built big; packs 150mg of caffeine in an organic non-carbonated blend of brewed yerba mate and organic fruit juice. Enlighten Mint lives up to its name. This blend is enlightening – peppermint, yerba mate and a touch of honey.",2.99 USD
10159,BEVERAGES,BAI5 MOLOKAI COCONUT 18Z,"Bai CocoFusions are coconut flavored water beverages that deliver delicious fruity refreshment without unwanted sugar and calories. Infused with antioxidants and made with no artificial sweeteners, Molokai Coconut is gluten free, kosher with low glycemic index, and overflowing with coconut fruit flavor. H2O is one of the most powerful - and essential - elements on the planet. At Bai, we’ve reimagined and expanded water’s superpowers beyond basic hydration. And we really went for it. Bai is…. vitamin C and antioxidant-infused, exotic-Flavored, infused with little-known coffee fruit, tea extract infused for natural caffeine, naturally sweetened, colored & flavored, and contains 1 gram of sugar and 10 calories per bottle. Bai is a plant-powered antioxidant infusion that delivers more than you’ve ever expected from regular H2O. We wondered what water could truly be, and we made it wonderful. A drink that tastes great and is also good for you? It’ll be love at first sip.",2.49 USD
10159,BEVERAGES,ARIZONA WATERMELON 128Z,Arizona Watermelon Fruit Cocktail is Vitamin C Antiox Fortified,3.29 USD
10159,BEVERAGES,V8 SPLASH TRP BLND 64Z,"V8 Splash Tropical Blend is the perfect thirst-quencher for your whole family. So fruity and delicious, it will juice up their day.",3.59 USD
10159,BEVERAGES,LPT PRLF UNSWEETENED 18.5Z,"Real brewed tea. All natural. Fresh brewed taste. No preservatives. No added color. Real brewed, all natural, fresh taste. Congratulations. You just picked up real brewed iced tea, which means it's brewed from real tea leaves picked at their freshest, never from powder or concentrate (like other iced teas). Actually, everything in here is real and natural. So enjoy the pure and fresh taste of tea, straight from the leaf to the bottle. Just the way nature intended. Sugar free. Sodium free. Caffeine content: 30 mg/8 fl oz.",2.39 USD
10159,BEVERAGES,RED BULL GREEN 12Z,Red Bull Green Edition Dragon Fruit now available!,3.19 USD
10159,BEVERAGES,COKE ZERO 2L,"Soda. Pop. Soft drink. Sparkling beverage. 

Whatever you call it, nothing compares to the refreshing, crisp taste of Coca-Cola Zero Sugar. Enjoy with friends, on the go or with a meal. Whatever the occasion, wherever you are, Coca-Cola Zero Sugar makes life’s special moments a little bit better.

Every sip, every “ahhh,” every smile—find that feeling with Coca-Cola Zero Sugar. Best enjoyed ice-cold for maximum refreshment. Grab a Coca-Cola Zero Sugar, take a sip and find your “ahhh” moment.

Enjoy Coca-Cola Zero Sugar.",3.19 USD
10159,SNACKS/CANDY,GB CLASC HUMMIS CHCKPEA 6Z,"Classic Hummus is our NEWEST baby, and to be honest, our favorite!  Classic Hummus is our NEWEST baby, and to be honest, our favorite!
Who could go wrong, really, with a zesty, lemony, garlicky hummus seasoning to bring out the best in chickpeas?
Did you know that chickpeas are actually called ""hummus"" in Hebrew
We love Classic Hummus sprinkled on top of hummus to add a bit of crunch and incredible flavor to our afternoon hummus and veggie snack
Always, high in plant protein and fiber, gluten-free, vegan, non-GMO and Kosher",3.99 USD
10159,SNACKS/CANDY,TAKIS HOT NUTS FUEGO 3.2Z,"Mix-up how you snack with Takis Hot Nuts Fuego Double Crunch Peanuts and give your taste buds the gift of launching into an unexplored universe of sensational flavor combinations. We know hunger can strike at a moment's notice, creating an unforecasted storm of emotion that distracts you from living in the moment. Which is why we set out to pioneer irresistible snacks that unleash tantalizing waves of flavor and deliver an unbeatable crunch in every single bite. Pack a bag to give yourself a tasty pick-me-up at school, be ready to conquer hunger while spending the day hanging with your friends, stock your pantry at home, or grab a handful for when you just need a boost of flavor while hunting for new adventures. Our zesty Hot Chili Pepper and Lime artificially flavored peanuts make quick work of not only extinguishing your own hunger, but they’re also a great food for sharing with friends and family. Share a snack with your squad and transform a low-key hangout into a delicious celebration or turn the vibes up to ten on your next road trip when you bring Takis Hot Nuts Fuego Double Crunch Peanuts. Try all our supercharged Takis' family of snacks and experience for yourself how our snacks give your senses a first-class ticket out of this world—changing the way you feast on flavor forever. Are you ready to taste the intensity?",1.79 USD
10159,SNACKS/CANDY,CHEX TRADITIONAL 8.75Z,"60%25 less fat than regular potato chips. The original. Chex Mix Traditional (4 g per 29 g serving) has 60%25 less fat than regular potato chips (11 g per 29 g serving). Why settle for a boring snack, with every bite the same? With a variety of delicious tastes and textures, Chex Mix brings you the more interesting snacking experience. Chex Mix is a bag of interesting! Carbohydrate Choices: 1. Mix it up! The Red Spoon Promise: The Red Spoon is my promise of great taste, quality and convenience. This is a product you and your family will enjoy. I guarantee it.",3.49 USD
10159,SNACKS/CANDY,PRZTL CRSP EVERTHING 7.2Z,SF 7.2 oz Everything,3.19 USD
10159,SNACKS/CANDY,GM BUGLES 7.5Z,"Other snacks are pointless! General Mills is the proud sponsor of the No. 31 Wheaties Chevrolet. The No. 31 car races as part of the Richard Childress Racing (RCR) organization. Fast Facts About RCR: Owned by racing legend Richard Childress; For over 40 years, RCR has been in competition, earning more than 200 victories and 11 championships. The Red Spoon Promise: The Red Spoon is my promise of great taste, quality and convenience. This is a product you and your family will enjoy. I guarantee it. Carbohydrate Choices: 1.",3.79 USD
10159,SNACKS/CANDY,COMBOS CHEDDAR CRACKER6.3Z,"COMBOS Cheddar Cheese Cracker Baked Snacks are a deliciously savory way to tame your appetite. Crunchy oven baked crackers are filled with creamy cheddar cheese, creating a classic combination of flavors. Stock up on COMBOS Snacks for road trips, movie nights and packed lunches. You'll never want to run out of this filling, tasty snack. COMBOS Baked Snacks: Stuffed Full of Awesome",2.59 USD
10159,SNACKS/CANDY,FLOURISH CRSP CAULIFLWR 4Z,"Toasted Cauliflower: Popped to perfection! We brought together the dynamic duo of toasted cauliflower and wholesome peas to give you a toasted and tasty snack that you can feel great about. So go ahead, share with your friends - DO ONE BETTER – together. Made with real vegetables. Never Fried. Non-GMO Project Verified. 120 Calories/Serving. Vegan. Vegetarian. Gluten Free.",4.09 USD
10159,SNACKS/CANDY,PLNTR WHOLE CASHEW 18.25Z,<p><br /></p>,17.99 USD
10159,SNACKS/CANDY,TER SS SWT PLNTN CCNT OL5Z,"Every bag of our real vegetable chips is a feast for your eyes and a delight for your taste buds. The bountiful colors may intrigue you. The unique crunch may surprise you. And The taste will keep you coming back for more. So sit back, relax and enjoy TERRA® Chips.",5.19 USD
10159,SNACKS/CANDY,HK ANDERSON PRETZEL 24Z,Container of peanut butter filled pretzel nuggets,7.69 USD
10159,SNACKS/CANDY,TERRA CHPS EXTC VEG ORG 5Z,"A full serving of vegetables in every ounce (Percent daily values are based on a 2,000 calorie diet. Your daily values may be higher or lower depending on your calorie needs). Gluten free. People often say there's nothing new under the sun, and yet Terra Chips are both old-fashioned and unique. Old-fashioned in the sense that people have cherished these root vegetables since before civilization began. Unique in that Terra Chips combine the beautiful colors and delicious flavors of the earth's own vegetables into the perfect accompaniment for most cuisines. Many of these vegetables are savory, some are sweet and mixed together they achieve a satisfying balance of flavors - complex, nutty, rich, delicate. Terra Chips. We guarantee the freshness of all our delicious Terra brand products when used by the date on the front of the package. Terra Chips combine the beautiful colors and delicious flavors of the earth's own vegetables into the perfect accompaniments for most cuisines. Taro (also known as Malanga and Dasheen) The white chip with the characteristic purplish-brown lines. Yuca (Cassava) The lightest of color of the Terra chips, pale yellow-white. Sweet Potato (a distinct  variety of the Ipomoea Batatas) a glorious late-summer orange. Ruby root vegetables - Perhaps the most dramatic, these Terra Chips are kissed with beet juice, resulting in their distinctive autumn red color. Batata (Boniato or Cuban Sweet Potato) Light brown in color, yet darker than the Yuca. Batata has been savored in the Caribbean for centuries. Parsnip is a member of the same family as carrots, fennel, parsley, celery, celeriac and chervil. Made in the USA.",5.19 USD
10159,SNACKS/CANDY,MOON CHEESE CHEDDAR 1Z,"Moon Cheese Cheddar Believe It, 100%25 Cheddar Cheese Snacks, Crunchy Keto Food, Low Carb, High Protein",2.69 USD
10159,SNACKS/CANDY,DORITOS NACHO 9.75Z,"Doritos is all about boldness. If you’re up to the challenge, grab a bag of Doritos tortilla chips and get ready to make some memories you won’t soon forget. It’s a bold experience in snacking and beyond.",5.59 USD
10159,SNACKS/CANDY,COMBOS BUFF BLUE CHSE 6.3Z,"Get ready to meet your new favorite snack. COMBOS Buffalo Blue Cheese Pretzel Baked Snacks are made with crunchy, crispy oven baked pretzels with spicy buffalo blue cheese-flavored filling. As good as breaking into the buffalo dip bowl at a party, but without any of the muss or fuss. This bag full of tasty bites is great for bringing along on a road trip to share with your copilot and any other friends who squeezed into the car. Everyone will want a bite of the COMBOS Baked Snacks. Stuffed Full of Awesome",2.89 USD
10159,SNACKS/CANDY,POPCORNERS KETTLE 5Z,"Non-GMO, Never Fried,Gluten Free Vegan",2.89 USD
10159,SNACKS/CANDY,CHEETOS CRUNCHY 8.5Z,"CHEETOS snacks are the much-loved cheesy treats that are fun for everyone! You just can’t eat a CHEETOS snack without licking the signature “cheetle” off your fingertips. And wherever the CHEETOS brand and CHESTER CHEETAH go, cheesy smiles are sure to follow.",5.19 USD
10159,SNACKS/CANDY,TAKIS NITRO 9.9Z,"Mix-up how you snack with Takis Nitro Rolled Tortilla Chips and give your taste buds the gift of launching into an unexplored universe of sensational flavor combinations. We know hunger can strike at a moment's notice, creating an unforecasted storm of emotion that distracts you from living in the moment. Which is why we set out to pioneer irresistible snacks that unleash tantalizing waves of flavor and deliver an unbeatable crunch in every single bite. Pack a bag to give yourself a tasty pick-me-up at school, be ready to conquer hunger while spending the day hanging with your friends, or grab a handful for when you just need a boost of flavor while hunting for new adventures. Our lime and hot habanero pepper artificially flavored rolled corn tortilla chips make quick work of not only extinguishing your own hunger, but they’re also a great food for sharing with friends and family. Share a snack with your squad and transform a low-key hangout into a delicious celebration or turn the vibes up to ten on your next road trip when you bring Takis Nitro Rolled Tortilla Chips. Try all our supercharged Takis' family of snacks and experience for yourself how our snacks give your senses a first-class ticket out of this world—changing the way you feast on flavor forever. Are you ready to Face the Intensity?",3.89 USD
10159,SNACKS/CANDY,STAX CHEDDAR 5.5Z,"Lay's Stax are the ultimate way to recharge! Lay's Stax Cheddar flavored potato crisps give you the full flavor and crispy crunch that adds great taste to your busy day. Enjoy Lay's Stax at the office, around the house, or wherever you are! 0 grams trans fat. Gluten free. Please recycle. Made in Mexico.",1.89 USD
10159,SNACKS/CANDY,FRITOS REG 9.25Z,"The popularity of FRITOS corn chips puts this iconic snack in a class of its own. From small towns and family barbecues to parties in the big city, this classic corn chips snack is still satisfying fans after more than 80 years.",5.19 USD
10159,SNACKS/CANDY,COMBOS PEPPERONI CRKR 6.3Z,"Get ready for one of the best combinations you've ever experienced: COMBOS Pepperoni Pizza Cracker Baked Snacks and you. Made with a crunchy, crispy baked cracker, these rolled-up bites of heaven with tasty filling are a snack that you will love to eat. With all the flavor of scrumptious pepperoni pizza in every bite, these individually wrapped, single serving packages with have you jumping for joy. Pack them in your lunch for work or take them along for the ride on your next road trip, and you won't be disappointed when you crunch into some savory, delightful COMBOS Pepperoni Pizza Cracker Baked Snacks.",2.89 USD
10159,ICE CREAM,B&J HALF BAKED PT,"A delectable dance of Chocolate Chip Cookie Dough and Chocolate Fudge Brownie. Vanilla ice cream and chocolate ice cream with chunks of cookie dough and fudge brownies—it’s hard to imagine a better combination. Ben & Jerry's Half Baked—which got its name because the cookie dough isn’t baked, but the brownies are—has been a bestselling flavor since we first decided to combine our classic ice cream creations back in 2000. Chocolate Chip Cookie Dough, with big chunks of chocolate chip cookie dough surrounded by vanilla ice cream, was created back in 1984 at our very first Scoop Shop after we received an anonymous fan’s flavor suggestion. It continues as a flavor phenomenon to this very day. Chocolate Fudge Brownie is a fan-favorite chocolate extravaganza, mixing chocolate ice cream with ridiculously delicious Greyston Bakery brownies. It’s been satisfying chocolate lovers since 1991. We know it can be hard to choose between those two legendary flavors. With Half Baked, you don’t have to! We work with Fairtrade certified producers for all the cocoa, sugar, and vanilla in our recipes. Greyston Bakery, one of the largest social enterprises in the US, provides the scrumptious brownies for this and all of our frozen dessert flavors. All our ice cream is made with non-GMO sourced ingredients and cage-free eggs. This ice cream pint, like every pint we make, features responsibly sourced packaging.",6.39 USD
10159,ICE CREAM,B&J CHERRY GARCIA PT,"Cherry ice cream with cherries and fudge flakes. It’s our tribute to guitarist Jerry Garcia and his fans everywhere, and it all started with a piece of fan mail.
 
You see, back in the day, before smartphones and social media, our fans spoke to us via handwritten notes pinned to the bulletin boards at our Scoop Shops. It was sometime in 1986 when one such fan was persistent enough to mail a postcard to our main office in Burlington, Vermont. Super premium ice cream meets great guitar solos? It was genius, and Ben immediately began creating the iconic concoction.
 
Cherry Garcia debuted in 1987 and quickly became one of our top three most popular flavors. In fact, the first eight ice cream pints went straight to Mr. Garcia himself and were met with two thumbs up! As for the fan who sent the anonymous postcard? Our sleuths found her and thanked her with a trip to Vermont and a year’s supply of Ben & Jerry’s ice cream.
 
It’s been a long, strange trip ever since, but what remains is Ben & Jerry's commitment to producing the world’s best frozen desserts in the most responsible way possible. Like all of our flavors, Cherry Garcia is made with non-GMO sourced ingredients, cage-free eggs, and Fairtrade certified cocoa, sugar, and vanilla. Responsibly sourced packaging gets the goodness from our Vermont factory to your freezer.",6.39 USD
10159,ICE CREAM,NSTL DRMST CN VAN 4.6Z 4PK,"The original sundae cone. Artificially flavored. Frozen dairy dessert cones. At the 1904 World's Fair, an ice cream maker ran out of bowls. He asked a nearby waffle vendor to roll waffles into cones, turning it into a finger food. In 1928 the Parker brothers (Bruce and twins I.C. And J.T. Stubby) took this great invention even further by adding chocolate coating topped with nuts. One of the brothers' wives said it looked like a fried chicken leg, thus the Drumstick novelty was born! Today Drumstick is America's No. 1 sundae cone and we proudly make it in the USA. Topped with roasted peanuts. Creamy and delicious. Crispy sugar cone. Rich chocolatey lining. Good the whole way through! Chocolatey nugget!",6.49 USD
10159,ICE CREAM,GH STRAW SHORTCAKE 18Z 6PK,"Good Humor Strawberry Shortcake Frozen Dairy Dessert Bar combines creamy vanilla flavored frozen dessert with a luscious strawberry core—then coats the whole thing in our signature strawberry shortcake cake coating. If you love vanilla and strawberry ice cream, then our Strawberry Shortcake Bar is sure to bring you heartfelt joy. This classic dessert will remind you to savor simple moments of joy, with its nostalgic flavors reminding you of the sound of ice cream truck bells growing louder as the truck rounded the corner. It doesn’t matter if you’re 9 or 99; Good Humor frozen treats transport you to a brighter, sunnier place where all the serious stuff of life seems to, well, melt away. Good Humor is the taste of America. Our product philosophy celebrates the classic flavors and dessert formats that Americans have grown to love. Originally inspired by classics like strawberry shortcake, we use dessert inspiration to reimagine frozen treat versions of America’s favorites. We know that ice cream is fun for families, and we develop products that feature tastes and textures that appeal to everyone in the family — in doing so, we want to help bring families together. Kids might love a classic ice cream cone or frozen dessert bar, while parents look for an indulgent cookie sandwich. Whatever the cravings, we have something for everyone.",5.99 USD
10159,ICE CREAM,NSTL VN IC SAND 6CT 2.56Z,Artificially flavored. Nestle since 1866.,6.49 USD
10159,ICE CREAM,HD COFFEE 14Z,"All natural. All trans fat in this product occurs naturally in dairy. Our legendary coffee ice cream is crafted from the finest Brazilian coffee beans, specially roasted and brewed to bring out their rich, complex flavor. Flavor Top Notes: Freshly brewed roasted coffee. Flavor Finish Notes: Lingering sweetened cream.",7.29 USD
10159,ICE CREAM,B&J PHISH FOOD PT,"""Chocolate ice cream with gooey marshmallow, caramel swirls and fudge fish. It’s delicious, but how did it come to be? 

Ben had been pondering the lack of a good marshmallow ice cream for years. “Most attempts at marshmallow were wispy. You can see the white streaks, but you can't taste them, you can't feel them, you can't experience the true glorious marshmallowness of it all,” Ben remembers. Well, back in 1995, we suggested to the rock band Phish that we celebrate our shared Vermont, USA, roots by creating a Phish flavor. As the wheel started turning on the collaboration, Ben saw an opportunity to solve the marshmallow conundrum once and for all. Starting with a base of rich chocolate ice cream, he and our flavor gurus started bringing the band test tubs of the evolving concoction. “We ate a lot of test tubs around the table with Phish. We’ve done flavors with other artists and entities, but nobody was more involved in creating the flavor than Phish was,” Jerry says. The band was instrumental, for example, in calling for caramel swirl, an addition that pushed the flavor over the top. 

We work with Fairtrade certified producers for cocoa, sugar and vanilla. All of Ben & Jerry’s ice cream is made with non-GMO sourced ingredients and cage-free eggs. Ben & Jerry’s uses responsibly sourced packaging. """,6.39 USD
10159,ICE CREAM,HD BUTTER PECAN 14Z,"All natural. A classic combination of buttery, roasted pecans and pure, sweetened cream. Flavor Top Notes: toasty, buttery pecan. Flavor Finish Notes: smooth, sweetened cream. All trans fat in this product occurs naturally in dairy.",7.29 USD
10159,ICE CREAM,HD VANILLA 14Z,"All natural. All trans fat in this product occurs naturally in dairy. Our legendary vanilla ice cream is crafted from the world's finest Madagascar Bourbon Vanilla, renowned for its distinctive flavor. Flavor Top Notes: Intense, deeply bourbon notes of fine Madagascar vanilla. Flavor finish notes: Velvety vanilla notes anchored in rich, sweetened cream.",7.29 USD
10159,ICE CREAM,B&J PEANUT BUTTER CUP PT,"""Peanut butter ice cream with peanut butter cups. This Ben & Jerry’s fan favorite has earned its place in the flavor hall of fame! Chocolate and peanut butter are a match made in heaven, and this pint has them both in aces. As if smooth, creamy peanut butter ice cream weren’t euphoric enough, this pint is also chock full of peanut butter cups. Every time you dig one out, you’ll feel like you’ve won the peanut butter lottery. After all, peanut butter cups have a special place in every peanut butter lover’s heart. Halloween candy? You reach for the peanut butter cups first. In line at the grocery store? Grab a peanut buttery snack for the drive home. Need a brain break during a long day? Peanut butter cups to the rescue! We can’t blame you — peanut butter and chocolate have a flavor synergy that makes other flavor duos jealous. Dig in to a pint of Ben & Jerry’s Peanut Butter Cup ice cream and let its peanut buttery perfection take you all the way to the great state of ice cream euphoria. Ben & Jerry’s Peanut Butter Cup ice cream is made with non-GMO sourced, Fairtrade Certified ingredients and eggs from cage-free hens. Now that’s extra sweet! """,6.39 USD
10159,ICE CREAM,HD CHOCOLATE 14Z,"All natural. Our chocolate is crafted from the finest Dutch cocoa to capture the purest, most satisfying chocolate flavor. Flavor top notes: mellow yet rich chocolate. Flavor finish notes: lingering smokey cocoa notes.",7.29 USD
10159,ICE CREAM,B&J COOKIE DOUGH PT,"Big delicious chunks of chocolate chip cookie dough surrounded by creamy vanilla ice cream. It seems like such a no-brainer today, but in 1984 it was revolutionary. The Cookie Dough you know and love started with a simple suggestion: What if you put chunks of chocolate chip cookie dough into vanilla ice cream? That was the amazing anonymous idea submitted way back in the early days of our first Burlington, Vermont, USA, Scoop Shop. We used to have a bulletin board where people could suggest new flavors for Jerry and Ben to make—and this idea stood out. The folks at the Scoop Shop immediately went to work mixing up a batch of Cookie Dough. It was an instant hit. Initially, the flavor was only available at the Scoop Shop. When we decided to sell it in tubs, we had to figure out how to get that familiar cookie-dough taste, consistency and texture at ice cream temperatures. We teamed up with Rhino Foods and, over an incredible six-year journey, we perfected the cookie dough found in our tubs today. In 1991, Cookie Dough began appearing in freezer aisles everywhere. It has remained one of our most popular and beloved flavors ever since! Ben & Jerry's ice cream is made with non-GMO sourced ingredients, cage-free eggs, and we get our cocoa, sugar and vanilla from Fairtrade certified producers. We also use responsibly sourced packaging. So dig in!",6.39 USD
10159,ICE CREAM,HD VAN SWISS ALMOND 14Z,"All natural. Dry roasted almonds are lightly enrobed in sweet, dark chocolate and folded into our distinctive vanilla ice cream made from pure Madagascar vanilla. Flavor top Notes: floral, deeply bourbon notes of fine Madagascar vanilla. Flavor Finish Notes: dark chocolate giving way to crunchy roasted almonds.",7.29 USD
10159,ICE CREAM,B&J CHUNKY MONKEY PT,"""Banana ice cream with fudge chunks and walnuts: the nuttiest chocolatey-chunkiest concoction-gone-bananas you'll ever go ape for. This taste sensation was suggested by a college student in New Hampshire, way back in 1988. The idea seemed so perfect that we got started on it right away. Of course, we had to monkey around with bunches of test batches to get it just right, but we did, and the rest is history. Twenty-two years on we made it even sweeter with the addition of Fairtrade bananas. Today it remains one of Ben & Jerry’s most iconic flavors. Every time you plunge your spoon into a bowl of Chunky Monkey you’re guaranteed to scoop up huge chocolate chunks and perfectly crunchy walnuts all surrounded by impossibly smooth banana ice cream. It’s a monkey’s dream. Well, actually, plenty of ice cream lover seem to think it’s pretty dreamy too. Note: No monkeys were harmed in the making of this ice cream (well, okay, maybe some bananas got a little roughed up). Enjoy! Ben & Jerry’s gets all our cocoa, sugar, vanilla and bananas from Fairtrade certified producers. Our ice cream is made with non-GMO sourced ingredients and cage-free eggs. We always use responsibly sourced packaging. """,6.39 USD
10159,ICE CREAM,HD DULCE DE LCHE 14Z,"All natural ice cream. Inspired by Latin America's treasured dessert, this is a delicious combination of caramel ice cream swirled with ribbons of golden caramel. Flavor Top Notes: warm, caramel notes mingling with sweetened cream flavor. Flavor Finish Notes: satiny smooth, buttery caramel. All trans fat in this product occurs naturally in dairy.",7.29 USD
10159,ICE CREAM,HD STRAWBERRY 14Z,"We gently hug our strawberries to release the juice. We add the juice to our ice cream and then fold in the fruit to maximize the flavor and preserve the natural color. Flavor Top Notes: A burst of sweet, sun-ripened strawberries. Flavor Finish Notes: Fresh, sweetened cream accented with summery, strawberry juice. All trans fat in this product occurs naturally in dairy.",7.29 USD
10159,ICE CREAM,TALENTI LYR COFF CRUMB 16Z,,7.49 USD
10159,ICE CREAM,KIND FRZ DCSEASLT AL 5PK 8Z,,7.99 USD
10159,ICE CREAM,HGDZS CH DARK CH BAR 12/3Z,,6.29 USD
10159,ICE CREAM,B&J TONIGHT DOUGH PT,,6.39 USD
10159,OTC INTERNAL,ADVIL PM CAP 20CT,"Advil PM Pain Reliever and Nighttime Sleep Aid combines the #1 ibuprofen brand plus the #1 sleep ingredient to give you fast pain relief and a whole night's sleep.* Whether you have occasional muscle aches, a backache, a toothache or minor arthritis pain, these non-habit forming Advil caplets help relieve occasional sleeplessness associated with minor aches and pains. Each caplet contains ibuprofen 200mg, a minor arthritis relief, headache relief and joint pain relief medication that relieves pain at the site of inflammation. This pain PM medicine also contains diphenhydramine citrate 38mg, a nighttime sleep aid that helps you fall asleep and stay asleep. Advil PM pain relievers come in a convenient caplet form that is easily portable, so you can get a good night's sleep whether you're at home or away. Advil PM gives you the restful sleep you need, helping you fall asleep and stay asleep so your body can heal as you rest. By 2022, Advil will feature more sustainable packaging made with 20%25 less plastic per bottle, to keep nearly 500,000 pounds of plastic out of landfills. Advil PM. For a healing night's sleep.
*Based on 7 hours of sleep which is the minimum recommended amount",5.99 USD
